file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,authorised/1[java.lang.String],false,87,0,3,3,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"get/2[br.ufmg.engsoft.reprova.routes.api.Request,br.ufmg.engsoft.reprova.routes.api.Response]",false,96,3,3,0,3,2,5,6,1,2,2,5,3,1,0,1,0,0,3,0,2,0,0,0,0,0,20,4,1,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"get/4[br.ufmg.engsoft.reprova.routes.api.Request,br.ufmg.engsoft.reprova.routes.api.Response,java.lang.String,boolean]",false,111,5,3,1,2,5,6,19,3,1,4,6,0,0,0,2,0,0,6,3,1,2,1,0,0,0,29,4,4,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"get/3[br.ufmg.engsoft.reprova.routes.api.Request,br.ufmg.engsoft.reprova.routes.api.Response,boolean]",false,144,4,3,1,2,2,5,8,1,1,3,5,0,0,0,0,0,0,3,1,1,0,0,0,0,0,17,4,2,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"delete/2[br.ufmg.engsoft.reprova.routes.api.Request,br.ufmg.engsoft.reprova.routes.api.Response]",false,218,4,2,0,2,4,7,21,3,3,2,7,1,1,0,1,0,0,8,4,3,2,1,0,0,0,32,4,5,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"Questions/2[br.ufmg.engsoft.reprova.mime.json.Json,br.ufmg.engsoft.reprova.database.QuestionsDAO]",true,55,2,1,1,0,3,0,6,0,0,2,0,0,0,0,2,0,0,2,0,2,0,1,0,0,0,26,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,setup/0,false,75,0,1,1,0,1,4,6,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,1,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,"post/2[br.ufmg.engsoft.reprova.routes.api.Request,br.ufmg.engsoft.reprova.routes.api.Response]",false,169,7,5,0,5,4,11,26,3,4,2,11,1,1,0,0,1,0,8,4,4,3,1,0,0,0,42,4,6,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/Mongo.java,br.ufmg.engsoft.reprova.database.Mongo,Mongo/1[java.lang.String],true,38,0,1,1,0,1,3,4,0,0,1,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,9,1,1,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/Mongo.java,br.ufmg.engsoft.reprova.database.Mongo,getCollection/1[java.lang.String],false,50,2,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json$SemesterDeserializer,"deserialize/3[br.ufmg.engsoft.reprova.mime.json.JsonElement,java.lang.reflect.Type,br.ufmg.engsoft.reprova.mime.json.JsonDeserializationContext]",false,34,5,2,0,2,2,4,7,1,3,3,4,0,0,0,1,0,0,2,3,3,0,1,0,0,0,17,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question,"Question/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map<br.ufmg.engsoft.reprova.model.Semester,java.util.Map<java.lang.String,java.lang.Float>>,boolean]",true,130,1,1,1,0,1,0,8,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,4,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question,hashCode/0,false,165,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question,equals/1[java.lang.Object],false,146,1,1,1,0,4,2,6,3,1,1,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,18,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question,toString/0,false,181,0,1,1,0,2,5,11,1,1,0,5,0,0,0,1,0,0,13,2,1,6,1,0,0,0,10,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json,Json/0,true,102,3,3,2,1,1,2,5,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json,render/1[T],false,127,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json,"parse/2[java.lang.String,java.lang.Class<T>]",false,119,1,1,1,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json$QuestionBuilderDeserializer,"deserialize/3[br.ufmg.engsoft.reprova.mime.json.JsonElement,java.lang.reflect.Type,br.ufmg.engsoft.reprova.mime.json.JsonDeserializationContext]",false,60,6,1,0,1,2,7,8,1,3,3,7,0,0,0,1,0,0,2,0,3,0,1,0,0,0,13,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/tests/br/ufmg/engsoft/reprova/tests/model/QuestionTest.java,br.ufmg.engsoft.reprova.tests.model.QuestionTest,nullTheme/0,false,14,2,0,0,0,1,4,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/tests/br/ufmg/engsoft/reprova/tests/model/QuestionTest.java,br.ufmg.engsoft.reprova.tests.model.QuestionTest,nullDescription/0,false,46,2,0,0,0,1,4,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/tests/br/ufmg/engsoft/reprova/tests/model/QuestionTest.java,br.ufmg.engsoft.reprova.tests.model.QuestionTest,emptyTheme/0,false,30,2,0,0,0,1,4,6,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,8,0,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/tests/br/ufmg/engsoft/reprova/tests/model/QuestionTest.java,br.ufmg.engsoft.reprova.tests.model.QuestionTest,emptyDescription/0,false,62,2,0,0,0,1,4,6,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,8,0,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Semester.java,br.ufmg.engsoft.reprova.model.Semester$Reference,Reference/1[int],true,22,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Semester.java,br.ufmg.engsoft.reprova.model.Semester$Reference,(initializer 1),false,30,1,1,0,1,2,2,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,8,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Semester.java,br.ufmg.engsoft.reprova.model.Semester$Reference,fromInt/1[int],false,38,1,1,1,0,2,2,5,1,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12,9,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/Setup.java,br.ufmg.engsoft.reprova.routes.Setup,"routes/2[br.ufmg.engsoft.reprova.mime.json.Json,br.ufmg.engsoft.reprova.database.QuestionsDAO]",false,42,3,3,1,2,3,4,11,0,1,2,4,0,0,0,2,0,0,6,0,1,1,1,0,0,0,31,9,3,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/routes/Setup.java,br.ufmg.engsoft.reprova.routes.Setup,Setup/0,true,21,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,theme/1[java.lang.String],false,56,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,build/0,false,86,2,3,2,1,8,3,9,1,0,0,3,0,0,1,4,0,0,5,0,1,0,3,0,0,0,18,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,id/1[java.lang.String],false,51,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,pvt/1[boolean],false,76,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,statement/1[java.lang.String],false,66,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,description/1[java.lang.String],false,61,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,"record/1[java.util.Map<br.ufmg.engsoft.reprova.model.Semester,java.util.Map<java.lang.String,java.lang.Float>>]",false,71,2,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,parseDoc/1[br.ufmg.engsoft.reprova.database.Document],false,73,4,1,0,1,3,5,14,1,2,1,5,0,0,0,1,1,0,4,0,2,2,1,0,0,0,24,4,3,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,remove/1[java.lang.String],false,207,1,1,1,0,3,5,7,1,1,1,5,0,0,0,1,0,0,3,0,1,2,1,0,0,0,25,1,2,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,get/1[java.lang.String],false,103,2,1,1,0,3,5,6,1,1,1,5,0,0,0,2,0,0,2,0,1,1,1,0,0,0,25,1,1,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,"list/2[java.lang.String,java.lang.Boolean]",false,128,1,1,1,0,4,14,7,1,3,2,14,0,0,0,2,0,0,3,0,3,0,0,0,0,0,34,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,add/1[br.ufmg.engsoft.reprova.model.Question],false,159,4,2,1,1,4,14,16,2,5,1,14,0,0,0,2,0,0,9,0,4,2,2,0,0,1,39,1,2,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,"QuestionsDAO/2[br.ufmg.engsoft.reprova.database.Mongo,br.ufmg.engsoft.reprova.mime.json.Json]",true,53,2,2,1,1,3,1,6,0,0,2,1,0,0,0,2,0,0,3,0,2,0,1,0,0,0,18,1,0,true
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/Reprova.java,br.ufmg.engsoft.reprova.Reprova,main/1[java.lang.String[]],false,10,4,4,0,4,1,1,6,0,3,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,12,9,0,false
/src/2019-01-3d3de6ea50b84fdfa01e176d7feca8d4/src/java/br/ufmg/engsoft/reprova/model/Semester.java,br.ufmg.engsoft.reprova.model.Semester,toString/0,false,99,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,true
