file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/CourseJsonRequest.java,br.ufmg.engsoft.reprova.routes.mapper.CourseJsonRequest,class,7,9,2,7,1,1,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,3,0,9,0,9,0,0,0,0,17,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreFileFactory.java,br.ufmg.engsoft.reprova.model.ScoreFileFactory,class,2,7,5,2,2,1,3,0,1,0.0,0.0,0.0,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/repository/AppTest.java,br.ufmg.engsoft.repository.AppTest,class,2,2,0,2,2,1,0,7,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,6,0,3,0,3,1,0,0,0,13,1,0
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/models/User.java,br.ufmg.engsoft.models.User,class,6,11,5,6,13,1,0,3,25,0.725,0.22222222,0.31111112,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,0,0,1,39,8,0,3,0,0,1,0,5,0,5,1,0,0,0,26,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/QuestionsDAO.java,br.ufmg.engsoft.reprova.database.QuestionsDAO,class,6,14,8,6,16,1,0,10,0,0.16666667,1.0,1.0,6,0,5,1,0,0,5,0,0,0,2,1,0,0,2,0,1,0,0,45,7,0,7,0,0,11,0,6,4,6,2,0,0,0,71,1,5
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question$Builder,innerclass,3,3,0,3,14,1,0,1,9,0.7142858,0.2857143,1.0,7,0,7,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,0,49,7,1,4,0,0,5,0,8,0,6,3,0,0,0,23,9,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/CsvScoreFactory.java,br.ufmg.engsoft.reprova.model.variability.CsvScoreFactory,class,3,3,0,3,2,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,1,0,0,0,14,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/Reprova.java,br.ufmg.engsoft.reprova.Reprova,class,6,6,0,6,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,1,0,4,0,4,0,0,0,0,14,1,0
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/repository/UserRepository.java,br.ufmg.engsoft.repository.UserRepository,class,5,9,4,5,6,1,0,16,0,0.3,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,1,32,3,0,0,0,0,4,5,5,0,5,1,0,0,0,40,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/CoarseGrainedCourseFactory.java,br.ufmg.engsoft.reprova.model.variability.CoarseGrainedCourseFactory,class,5,7,2,5,4,2,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0,0,0,2,3,1,2,1,0,0,0,15,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/FindCourseCommand.java,br.ufmg.engsoft.reprova.routes.command.FindCourseCommand,class,7,8,1,7,2,2,0,2,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,12,1,0,0,0,0,0,0,4,0,3,0,0,0,0,16,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/api/Questions.java,br.ufmg.engsoft.reprova.routes.api.Questions,class,7,9,2,7,4,1,0,5,0,0.16666667,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,0,0,3,0,3,0,0,17,0,0,2,0,0,6,0,3,0,3,1,0,0,0,41,1,1
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/BaseTest.java,br.ufmg.engsoft.reprova.tests.database.BaseTest,class,7,9,2,7,4,1,2,3,0,0.5,1.0,1.0,2,0,1,0,0,1,2,0,0,0,4,3,0,0,4,0,1,0,0,20,0,0,1,1,0,3,0,5,0,4,1,0,0,0,24,1,2
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/FineGrainedCourseDAO.java,br.ufmg.engsoft.reprova.database.FineGrainedCourseDAO,class,9,11,2,9,8,2,0,15,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,3,0,2,29,0,5,3,5,1,0,0,0,35,1,3
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/JsonScoreFactory.java,br.ufmg.engsoft.reprova.model.variability.JsonScoreFactory,class,3,3,0,3,2,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,1,0,0,0,14,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreJson.java,br.ufmg.engsoft.reprova.model.ScoreJson,class,10,12,2,10,5,2,0,13,6,0.0,0.0,0.0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,38,3,1,0,0,0,8,0,21,0,21,1,0,0,0,35,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/Question.java,br.ufmg.engsoft.reprova.model.Question,class,2,13,11,2,8,1,0,8,0,0.0,1.0,1.0,4,0,3,0,1,0,4,0,0,0,6,0,6,0,0,0,6,0,2,85,5,0,3,0,1,13,2,8,6,8,1,0,1,0,54,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/FineGrainedCourseFactory.java,br.ufmg.engsoft.reprova.model.variability.FineGrainedCourseFactory,class,5,6,1,5,3,2,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,18,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json$CourserDeserializer,innerclass,8,8,0,8,2,1,0,6,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,0,1,1,1,0,0,0,0,24,9,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonFineGrainedTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonFineGrainedTest,class,9,9,0,9,2,2,0,15,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,12,8,13,0,13,0,0,0,0,36,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/model/CourseFineGrainedTest.java,br.ufmg.engsoft.reprova.tests.model.CourseFineGrainedTest,class,6,6,0,6,3,2,0,6,3,0.0,0.0,0.0,3,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,1,4,6,5,2,5,0,0,0,1,21,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/Course.java,br.ufmg.engsoft.reprova.model.Course,class,2,34,32,2,10,1,2,2,0,0.4,0.6,0.6,5,0,5,0,0,0,5,1,0,0,3,0,3,0,0,0,3,0,2,38,5,0,4,0,1,2,0,4,0,4,1,0,1,0,60,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreFile.java,br.ufmg.engsoft.reprova.model.ScoreFile,class,1,9,8,1,4,1,3,1,0,0.25,0.5,0.5,4,0,4,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,17,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/mime/json/Json.java,br.ufmg.engsoft.reprova.mime.json.Json$StudentDeserializer,innerclass,5,5,0,5,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,9,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/AddScoreCommand.java,br.ufmg.engsoft.reprova.routes.command.AddScoreCommand,class,7,8,1,7,3,2,0,4,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,19,2,0,0,1,0,1,1,3,0,3,1,0,0,0,23,1,1
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/models/UserType.java,br.ufmg.engsoft.models.UserType,enum,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/Configuration.java,br.ufmg.engsoft.reprova.Configuration$ScoreFileType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/MapperQuestionsMongo.java,br.ufmg.engsoft.reprova.database.MapperQuestionsMongo,class,9,11,2,9,7,1,0,11,0,0.42857143,1.0,1.0,7,0,6,1,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,32,5,0,0,0,0,5,0,8,0,8,0,0,0,0,32,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonSimpleTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonSimpleTest,class,3,3,0,3,1,1,0,3,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,4,0,4,0,0,0,0,19,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/FineGrainedCourse.java,br.ufmg.engsoft.reprova.model.FineGrainedCourse,class,3,9,6,3,4,2,0,1,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,17,1,1,0,0,0,1,2,3,1,2,1,0,0,0,19,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/variability/CoarseGrainedCourseDAOFactory.java,br.ufmg.engsoft.reprova.database.variability.CoarseGrainedCourseDAOFactory,class,5,5,0,5,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/CourseFromRequest.java,br.ufmg.engsoft.reprova.routes.mapper.CourseFromRequest,class,6,7,1,6,2,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,1,0,3,0,4,0,4,1,0,0,0,21,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/CourseDAO.java,br.ufmg.engsoft.reprova.database.CourseDAO,class,8,19,11,8,6,1,2,7,6,0.875,0.0,0.0,4,0,4,0,0,0,4,3,0,0,4,2,0,0,4,0,3,0,0,16,0,0,2,0,0,7,0,4,0,4,1,0,0,0,31,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/FindQuestionsCommand.java,br.ufmg.engsoft.reprova.routes.command.FindQuestionsCommand,class,7,9,2,7,10,2,0,12,0,0.25,0.5,0.5,4,0,2,0,2,0,4,0,0,0,2,0,0,2,0,0,2,0,0,41,5,0,3,0,0,12,4,6,2,6,1,0,0,0,39,1,7
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/model/QuestionTest.java,br.ufmg.engsoft.reprova.tests.model.QuestionTest,class,2,2,0,2,4,1,0,4,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,1,0,0,4,13,1,0
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/services/RegistryService.java,br.ufmg.engsoft.services.RegistryService,class,4,5,1,4,3,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,22,2,0,0,1,0,2,0,3,0,3,1,0,0,0,13,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/Setup.java,br.ufmg.engsoft.reprova.routes.Setup,class,7,9,2,7,5,1,0,8,0,0.0,0.0,0.0,2,1,1,0,1,0,2,0,0,0,2,2,0,0,2,0,1,0,2,21,0,0,3,0,0,9,0,4,1,4,1,0,0,0,40,1,4
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/CourseAdapter.java,br.ufmg.engsoft.reprova.routes.CourseAdapter,interface,2,7,5,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/AuthModuleApplication.java,br.ufmg.engsoft.AuthModuleApplication,class,3,4,1,3,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/DeleteCourseCommand.java,br.ufmg.engsoft.reprova.routes.command.DeleteCourseCommand,class,7,8,1,7,2,2,0,2,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,12,1,0,0,0,0,0,0,3,0,3,0,0,0,0,17,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/CoarseGrainedCourseDAO.java,br.ufmg.engsoft.reprova.database.CoarseGrainedCourseDAO,class,10,13,3,10,9,2,0,18,10,0.0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,32,3,0,3,0,2,23,0,3,3,3,1,0,0,0,37,1,3
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/model/CourseCoarseGrainedTest.java,br.ufmg.engsoft.reprova.tests.model.CourseCoarseGrainedTest,class,7,7,0,7,3,2,0,6,3,0.0,0.0,0.0,3,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,4,6,5,0,5,0,0,0,1,21,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonCoarseGrainedTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonCoarseGrainedTest,class,8,8,0,8,2,2,0,14,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,8,8,9,0,9,0,0,0,0,33,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/CoarseGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.CoarseGrainedCourseDAOTest,class,7,8,1,7,3,2,0,6,0,0.0,1.0,1.0,3,0,1,0,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,19,0,0,0,0,0,2,4,4,0,4,0,0,0,0,17,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/FineGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.FineGrainedCourseDAOTest,class,9,9,0,9,3,2,0,8,0,0.0,1.0,1.0,3,0,1,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,23,0,0,0,0,0,4,5,8,0,8,0,0,0,0,22,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreXml.java,br.ufmg.engsoft.reprova.model.ScoreXml,class,6,7,1,6,3,2,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,0,5,0,2,0,2,1,0,0,0,22,1,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonAbstractTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonAbstractTest,class,4,6,2,4,2,1,2,5,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,6,0,6,0,0,0,0,13,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/Command.java,br.ufmg.engsoft.reprova.routes.Command,class,5,12,7,5,3,1,6,4,3,0.9333334,0.0,0.0,3,0,2,0,1,0,3,1,0,0,5,4,0,0,5,0,5,0,1,14,2,0,0,0,0,4,0,5,0,5,0,0,0,0,16,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/DeleteQuestionCommand.java,br.ufmg.engsoft.reprova.routes.command.DeleteQuestionCommand,class,4,5,1,4,5,2,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,27,3,0,1,0,0,8,4,4,2,4,1,0,0,0,23,1,5
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/controllers/RegistryController.java,br.ufmg.engsoft.controllers.RegistryController,class,5,5,0,5,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,9,1,0,0,0,0,4,0,1,0,1,0,0,0,0,6,0,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/MapperIterableToList.java,br.ufmg.engsoft.reprova.database.MapperIterableToList,class,5,6,1,5,5,1,0,14,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,10,1,0,3,0,0,3,0,3,0,5,0,0,0,1,22,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/variability/FineGrainedCourseDAOFactory.java,br.ufmg.engsoft.reprova.database.variability.FineGrainedCourseDAOFactory,class,5,5,0,5,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/XMLScoreFactory.java,br.ufmg.engsoft.reprova.model.variability.XMLScoreFactory,class,3,3,0,3,2,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,1,0,0,0,17,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/CourseFactory.java,br.ufmg.engsoft.reprova.model.CourseFactory,class,4,19,15,4,4,1,2,0,6,0.0,0.0,0.0,4,1,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/QuestionFromDocument.java,br.ufmg.engsoft.reprova.routes.mapper.QuestionFromDocument,class,6,9,3,6,4,1,0,6,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,0,2,0,2,0,0,21,1,0,1,1,0,4,0,4,2,4,1,0,0,0,20,1,3
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,class,6,8,2,6,10,2,0,14,10,0.0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,54,4,1,0,1,0,4,6,21,0,19,3,0,0,0,42,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/CourseFromReader.java,br.ufmg.engsoft.reprova.routes.mapper.CourseFromReader,class,4,5,1,4,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,3,0,3,0,0,0,0,15,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/CourseDAOFactory.java,br.ufmg.engsoft.reprova.database.CourseDAOFactory,class,4,8,4,4,2,1,2,0,1,0.0,0.0,0.0,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1025,0
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/model/CourseGrainedTest.java,br.ufmg.engsoft.reprova.tests.model.CourseGrainedTest,class,3,6,3,3,2,1,2,1,1,0.5,0.0,0.0,2,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1025,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/Configuration.java,br.ufmg.engsoft.reprova.Configuration,class,3,6,3,3,25,1,0,11,0,0.25,0.969697,1.0,12,12,12,0,0,0,12,0,0,0,3,3,0,3,0,0,0,0,22,108,4,0,0,3,0,3,0,22,0,5,2,0,2,0,44,1,0
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/api/Score.java,br.ufmg.engsoft.reprova.routes.api.Score,class,7,9,2,7,4,1,0,5,0,0.33333334,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,0,0,3,0,3,0,0,17,0,0,2,0,0,6,0,3,0,3,1,0,0,0,40,1,1
