file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/CoarseGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.CoarseGrainedCourseDAOTest,setup/0,false,21,2,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/FineGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.FineGrainedCourseDAOTest,setup/0,false,31,2,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/FineGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.FineGrainedCourseDAOTest,test_retrieval/0,false,62,6,5,0,5,1,6,9,0,2,0,6,0,0,0,0,0,0,1,2,2,0,0,0,0,0,9,0,0,false
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/database/FineGrainedCourseDAOTest.java,br.ufmg.engsoft.reprova.tests.database.FineGrainedCourseDAOTest,test_insertion/0,false,51,6,3,0,3,1,3,8,0,5,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,9,0,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreXml.java,br.ufmg.engsoft.reprova.model.ScoreXml,getScoredCourseFromFile/1[java.io.BufferedReader],false,18,5,0,0,0,2,4,14,1,2,1,4,0,0,0,0,1,0,4,0,2,0,1,0,0,0,20,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreXml.java,br.ufmg.engsoft.reprova.model.ScoreXml,ScoreXml/0,true,14,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonAbstractTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonAbstractTest,parser/1[br.ufmg.engsoft.reprova.model.Question],false,10,3,6,2,4,1,3,6,1,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,false
/src/2022-02/src/tests/br/ufmg/engsoft/reprova/tests/mime/json/JsonAbstractTest.java,br.ufmg.engsoft.reprova.tests.mime.json.JsonAbstractTest,"parse/2[br.ufmg.engsoft.reprova.model.Course,java.lang.Class<? extends br.ufmg.engsoft.reprova.model.Course>]",false,20,2,5,2,3,1,2,6,1,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/Command.java,br.ufmg.engsoft.reprova.routes.Command,authorised/1[java.lang.String],false,25,0,3,3,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/Command.java,br.ufmg.engsoft.reprova.routes.Command,"handle/2[br.ufmg.engsoft.reprova.routes.Request,br.ufmg.engsoft.reprova.routes.Response]",false,20,3,1,0,1,1,1,3,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
